a_thermal;huellzahl;u_as_built;H_as_built;H_reference;jaz_as_built;jaz_derived;hdd_corrected;design_kw;E_as_built;E_reference;deficiency;term_envelope;term_emitter;term_dhw;term_vintage;vintage_factor;Household_ID;era
162.59494366063316;2.956271702920603;0.55535;129.55759632799595;79.35640747277546;4.4;False;4.463129496402877;3.6276126971838867;2017.2534563122122;1410.360999244036;606.8924570681761;446.0719552254135;160.8205018427627;0.0;0.0;1.0;1010;1976_1990
218.0260447496878;3.5741974549129147;0.3636;126.58707434595526;101.07802711024179;3.7;False;4.212627669452182;3.5444380816867476;2283.23548181105;2028.816391138294;254.41909067275583;254.41909067275571;0.0;0.0;0.0;1.0;1011;1991_2000
411.4191606484949;2.1540270191020676;0.3636;270.6101228766422;222.47408108076831;5.7;False;2.9469424460431655;7.577083440545982;5036.1892503724575;2162.3091006375807;2873.880149734877;218.00742246214975;0.0;2655.8727272727274;0.0;1.0;1012;2001_2010
355.6359137764666;1.8619681349553225;0.269;211.10585218351616;203.13960771492333;5.0;False;4.010213556174559;5.910963861138453;2926.616462884228;2695.3717063147506;231.24475656947743;55.96999041268476;175.27476615679248;0.0;0.0;1.0;1013;post2010
343.96866768290727;3.0172690147623444;0.652;306.3392380975463;166.89434021889565;5.7;False;3.8123003194888176;8.577498666731294;3238.221170799623;2421.2269497981038;816.9942210015192;816.9942210015192;0.0;0.0;0.0;1.0;1014;pre1975
467.743635946218;1.7453120744261865;0.269;284.6750016641544;274.19754421895914;5.0;False;2.519034354688951;7.970900046596324;1545.0517213480382;1350.1986912702343;194.85303007780385;46.240667845425754;148.6123622323784;0.0;0.0;1.0;1015;post2010
313.19627325598185;2.020621117780528;0.652;300.3445974884984;173.3748283105233;2.9;False;2.4624600638977636;8.409648729677954;6044.66152141117;2371.7108566734914;3672.9506647376784;944.4427436848924;278.8364924813575;2449.6714285714284;0.0;1.0;1016;pre1975
294.05048089885867;2.0562970692227878;0.3636;196.12440294471088;161.72049667954442;2.9;False;3.625812441968431;5.491483282451904;3168.7399565873347;2408.9627354585573;759.7772211287775;376.80720543577667;382.97001569300136;0.0;0.0;1.0;1017;1991_2000
411.6360586099247;1.7897219939561944;0.9028;508.9746395740326;238.85905791419992;5.0;False;2.6749201277955272;14.251289908072913;2962.6529582640987;1559.2964747979706;1403.356483466128;1265.8858860853209;137.4705973808069;0.0;0.0;1.0;1018;pre1975
394.06358438257536;2.2910673510614847;0.3636;254.61827771976192;208.51283834700064;5.7;False;3.6202414113277626;7.129311776153334;2282.6752064399507;2026.1565553653097;256.51865107464096;256.5186510746406;0.0;0.0;0.0;1.0;1019;2001_2010
386.32572134828797;1.8753675793606213;0.7091;398.72534114289977;220.04969501931663;5.7;False;3.3624100719424455;11.164309552001194;3013.060558291008;1425.7871590837;1587.2733992073079;923.305217389126;0.0;663.9681818181818;0.0;1.0;1020;1976_1990
373.7160578059919;1.8141556204174365;0.269;224.05042533041103;215.67918563555682;5.7;False;4.217252396166135;6.273411909251508;1740.8088728203527;1686.552766750324;54.256106070028636;54.2561060700287;0.0;0.0;0.0;1.0;1021;post2010
482.38608210441424;1.7228074360871937;0.9028;600.8327631343067;284.29101605739;4.4;False;2.963258785942492;16.823317367760588;5449.960265168405;1872.042228575221;3577.9180365931843;1867.4629979852168;382.51867497160464;1327.9363636363637;0.0;1.0;1022;pre1975
517.7868249078928;1.8041352784247136;0.3636;360.0693720272991;299.48831351307564;5.0;False;4.104921077065924;10.081942416764374;3455.600187525651;2755.402086222441;700.19810130321;435.6881728684319;264.5099284347784;0.0;0.0;1.0;1023;2001_2010
279.23261962703043;3.246890925895703;0.652;245.94812995952688;132.74722596272875;5.0;False;3.4874651810584956;6.886547638866753;1791.4344835265033;1000.1649123961301;791.2695711303732;691.6619379403695;99.60763319000377;0.0;0.0;1.0;1024;pre1975
495.6482060223507;1.7032584399393493;0.3636;351.4787083119618;293.48786820734676;3.3;False;4.901978417266187;9.84140383273493;5594.3217407892425;4426.847691861494;1167.4740489277483;754.6072291350138;412.8668197927358;0.0;0.0;1.0;1025;2001_2010
690.9941764974023;1.6413163337230459;0.9028;868.9911601915951;415.5607815739997;3.3;False;2.6536675951717736;24.33175248536466;7482.346709874196;3971.7878081344315;3510.558901739764;3194.0911154723867;316.4677862673775;0.0;0.0;1.0;1026;pre1975
314.1880517890354;2.454594154601839;0.32565;187.2637442440029;162.4271787500797;3.3;False;3.46146703806871;5.243384838832081;5531.295683752509;2692.0610605879992;2839.2346231645097;228.21380196769618;161.3493926253854;2449.6714285714284;0.0;1.0;1027;1991_2000
295.7271423280859;3.179861745463289;0.32565;164.76885813194974;141.39162753091458;2.9;False;2.7948003714020424;4.613528027694592;2411.7121310911984;1956.267679564965;455.4444515262335;197.35583056249953;258.0886209637344;0.0;0.0;1.0;1028;1991_2000
206.03074360871938;2.747076581449592;0.32565;119.0619860170514;102.77525573478215;5.0;False;4.7071129707112975;3.333735608477439;1559.2513955251775;1320.8490252400059;238.40237028517163;134.31441584247986;104.08795444269182;0.0;0.0;1.0;1029;1991_2000
633.0734261301038;1.4966274849411438;0.3636;470.3914403539162;396.321849496694;3.3;False;3.926648096564531;13.170960329909654;6604.269831926973;5385.608276163931;1218.661555763042;772.061851292954;446.5997044700876;0.0;0.0;1.0;1030;2001_2010
160.36346766617498;2.969693845669907;0.3636;96.92730361003873;78.16477789309626;3.7;False;4.352236421725239;2.7139645010810844;2699.9203735920883;2506.5872972055527;193.3330763865356;193.33307638653554;0.0;0.0;0.0;1.0;1031;2001_2010
348.1178551179827;1.9339880839887926;0.269;203.7314885385356;195.93364858389282;5.7;False;4.765088207985144;5.704481679078996;2646.6913042011097;2589.5862547118354;57.10504948927428;57.105049489274265;0.0;0.0;0.0;1.0;1032;post2010
431.3470537340104;2.167573134341761;0.32565;266.82467342188147;232.726688824208;5.7;False;2.6090993500464252;7.471090855812681;1935.952022673892;1799.2268195165689;136.72520315732322;136.72520315732314;0.0;0.0;0.0;1.0;1033;2001_2010
467.985789080019;1.6894793829603574;0.3636;332.79961181749684;278.0452744951346;4.4;False;3.2401079136690645;9.31838913088991;4052.110524050675;1961.8996085793842;2090.2109154712907;353.20710549845626;409.0674463364709;1327.9363636363637;0.0;1.0;1034;2001_2010
450.8405607471926;2.0680759667302415;0.55535;386.6259614856727;247.428938354977;5.0;False;4.610956360259982;10.825526921598836;4075.967444141796;2042.0404434971592;2033.9270006446368;1124.4886112823074;245.47020754414797;663.9681818181818;0.0;1.0;1035;1976_1990
596.2286836200285;1.5287914964616116;0.32565;416.8827391828651;369.7508617427019;5.7;False;3.9361022364217253;11.672716697120224;3965.202669597516;3680.0940414180286;285.10862817948737;285.10862817948686;0.0;0.0;0.0;1.0;1036;2001_2010
479.9937930296428;1.7977295619087745;0.55535;426.2233322619764;278.0252486640742;3.3;False;3.1039925719591457;11.934253303335339;4192.412147008468;2723.647411777133;1468.7647352313352;1221.106174496445;247.65856073489093;0.0;0.0;1.0;1037;1976_1990
184.57238368162433;2.8395751335634514;0.269;95.29020957851938;91.155788184051;5.7;False;3.6461661341853038;2.6681258681985427;3391.9164686563595;1376.8443553928412;2015.0721132635183;23.167567808972823;0.0;1991.9045454545453;0.0;1.0;1038;post2010
310.22969933147573;2.462140470884728;0.32565;184.74247152044262;160.21881378828948;5.7;False;3.8525179856115104;5.172789202572393;1382.48875880149;1237.291247822851;145.197510978639;145.19751097863906;0.0;0.0;0.0;1.0;1039;1991_2000
270.1928055226596;2.5489887313458457;0.3636;169.590584640305;137.97802639415383;2.9;False;3.0492107706592386;4.74853636992854;5372.651293323969;2357.021268064069;3015.6300252599003;291.17440451316156;274.7841921753099;2449.6714285714284;0.0;1.0;1040;1991_2000
393.0922308261582;1.9460011427037534;0.652;380.08175758127095;220.72216720434642;3.7;False;3.2571884984025563;10.642289212275587;3951.740174570881;2722.820550246518;1228.9196243243632;1228.9196243243632;0.0;0.0;0.0;1.0;1041;pre1975
355.6359137764666;1.8619681349553225;0.652;347.3144071599029;203.13960771492333;4.4;False;4.847725162488394;9.724803400477281;3929.426992759566;2090.79193343077;1838.6350593287962;1391.4857897407796;447.14926958801664;0.0;0.0;1.0;1042;pre1975
426.2132404162896;1.8292413751772085;0.3636;295.03305825699186;245.166109128286;5.0;False;3.791086350974931;8.260925631195773;3114.3319147555903;2583.1388511012706;531.1930636543198;331.2154426819598;199.97762097235986;0.0;0.0;1.0;1043;1991_2000
619.658181261624;1.7212727257267333;0.3636;437.82553283288894;365.3255256252789;4.4;False;2.400958466453674;12.259114919320892;2381.527285952297;1636.6943066997253;744.8329792525717;346.5565621904633;398.276417062109;0.0;0.0;1.0;1044;2001_2010
220.79815949188412;2.692660481608343;0.32565;128.27513658772045;110.82104207988704;3.7;False;3.297121634168988;3.5917038244561725;1681.800301122813;1545.5508773298714;136.24942379294157;136.24942379294143;0.0;0.0;0.0;1.0;1045;2001_2010
451.0380771002689;1.7969644505986808;0.32565;296.9525575177295;261.2979975229532;3.7;False;4.757660167130919;8.314671610496426;4025.362216742569;3623.746332524666;401.6158842179034;401.6158842179041;0.0;0.0;0.0;1.0;1046;2001_2010
220.79815949188412;2.692660481608343;0.3636;136.6544267404375;110.82104207988704;3.3;False;3.4818941504178276;3.82632394873225;2283.772289808696;1934.2629502719203;349.50933953677554;238.77400357307965;110.73533596369613;0.0;0.0;1.0;1047;1991_2000
431.3470537340104;2.178520473404093;0.3636;282.7760941110872;232.30848882420798;5.7;False;3.531104921077066;7.917730635110441;4392.505372546077;2126.7257137232446;2265.779658822832;273.87511336828663;0.0;1991.9045454545453;0.0;1.0;1048;1991_2000
470.8759296225449;1.6293284762025775;0.32565;321.28813944383626;284.0653972071741;5.0;False;4.87372330547818;8.996067904427415;3032.0851698847896;2416.37231724165;615.7128526431397;317.8361827747631;297.87666986837667;0.0;0.0;1.0;1049;2001_2010
171.45637407698098;2.906040238592898;0.32565;97.65420562586695;84.10057925508161;2.9;False;4.576601671309192;2.7343177575242743;1690.2520566284452;1251.496710374291;438.7553462541541;187.37201728390616;251.38332897024804;0.0;0.0;1.0;1050;2001_2010
420.0;2.234042553191489;0.652;394.4616;224.1936;4.4;False;3.984215413184773;11.044924799999999;5034.252518835147;1950.1257112265598;3084.1268076085876;1350.6016491263608;405.58879484586373;1327.9363636363637;0.0;1.0;1051;pre1975
397.30691001642583;2.8790355798291727;0.269;204.31784979606113;195.4181750116932;5.7;False;2.4308263695450325;5.7208997942897115;1715.9398704183047;1018.724316333306;697.2155540849988;33.247372266817045;0.0;663.9681818181818;0.0;1.0;1052;post2010
448.6033520448892;1.7320592743045915;0.32565;299.2618167979071;263.7997218187586;4.4;False;4.047353760445683;8.379330870341398;7174.675802426225;3084.281261769311;4090.394540656914;285.7504901754851;484.8031413905196;3319.840909090909;0.0;1.0;1053;1991_2000
364.1666914038326;2.960704808161241;0.269;185.81610912801423;177.6587752405684;3.3;False;3.3212627669452184;5.202851055584398;1978.4692739997515;1737.2188792748937;241.25039472485787;71.91866909846362;169.3317256263943;0.0;0.0;1.0;1054;post2010
292.3198613250333;2.4984603532054126;0.80575;313.6981143951489;150.24746393525655;3.3;False;4.454967502321263;8.783547203064169;4049.9989820352803;1924.9577389778792;2125.041243057401;1932.9532920124632;192.08795104493802;0.0;0.0;1.0;1055;pre1975
349.4968965148214;2.3938143596905577;0.32565;209.8205540015337;182.1928243320371;5.7;False;5.347280334728034;5.874975512042943;2879.0169679502706;2651.974341939611;227.04262601065966;227.0426260106599;0.0;0.0;0.0;1.0;1056;2001_2010
347.8028564374479;1.880015440202421;0.80575;392.3894372182184;197.91547004121946;5.7;False;3.654153354632588;10.986904242110114;2492.2846817256973;1400.146743472154;1092.1379382535433;1092.1379382535433;0.0;0.0;0.0;1.0;1057;pre1975
436.37610357807085;1.7180161558191767;0.3636;308.52676161879367;257.4707575001594;5.0;False;2.5023212627669453;8.638749325326222;4210.551948681301;1856.1937119230406;2354.3582367582603;223.8329352708528;138.62075603286218;1991.9045454545453;0.0;1.0;1058;2001_2010
274.47545251656925;3.267564910911539;0.9028;310.3727837836157;130.2619918422429;2.9;False;2.7396166134185305;8.69043794594124;3589.1961971594933;1865.6053346429044;1723.590862516589;1490.5125436003195;233.07831891626935;0.0;0.0;1.0;1059;pre1975
451.95428465617175;1.699076258105909;0.7091;476.9174117153085;267.88855506182915;5.7;False;4.05849582172702;13.353687528028638;4418.070450091143;3114.301605492361;1303.7688445987824;1303.7688445987817;0.0;0.0;0.0;1.0;1060;1976_1990
497.47012947258855;1.9898805178903543;0.3636;335.17715202349206;276.9731468751992;2.9;False;4.5013927576601676;9.384960256657777;4897.739963805062;3292.032325698986;1605.707638106076;791.4179324945326;814.2897056115436;0.0;0.0;1.0;1061;2001_2010
386.32751403366694;2.904718150629075;0.55535;308.80033632196364;189.52171636406896;3.3;False;2.520891364902507;8.646409417014983;4924.386487121857;2151.8341707916093;2772.5523163302473;798.1911397840784;137.10760511759787;1837.2535714285714;0.0;1.0;1062;1976_1990
255.22832577071782;3.3582674443515503;0.32565;140.42113686430602;120.2453377121308;5.0;False;2.6638811513463327;3.9317918322005685;2098.771355899613;1935.6892608629696;163.0820950366433;94.16287124310018;68.91922379354305;0.0;0.0;1.0;1063;1991_2000
404.13419436689395;1.81226096128652;0.269;242.38411772138386;233.33151176756544;5.0;False;4.516187050359712;6.786755296198748;2783.875782488598;2485.5216416537487;298.3541408348492;71.6274746396882;226.72666619516139;0.0;0.0;1.0;1064;post2010
581.8456827859756;1.5112874877557807;0.269;375.708056948025;362.67471365361916;5.7;False;2.774373259052925;10.5198255945447;2179.297746000171;2123.726520417432;55.57122558273932;55.57122558273911;0.0;0.0;0.0;1.0;1065;post2010
312.20981883151416;2.458345030169403;0.7091;305.7203644165781;161.32332320700283;3.3;False;3.191272051996286;8.560170203664187;3542.5223779010335;1559.1189339724094;1983.403443928624;1223.2417333172498;147.7438534685174;612.4178571428571;0.0;1.0;1066;1976_1990
413.1;1.7806034482758621;0.36360000000000003;288.53556000000003;240.20286000000002;3.7;False;3.603035143769968;8.07899568;3482.0285807520695;3069.729907716062;412.2986730360076;412.2986730360074;0.0;0.0;0.0;1.0;1067;1991_2000
243.65142821872394;2.6199078303088594;0.32565;142.60283042129984;123.34218502060972;3.3;False;4.070143884892086;3.9928792517963956;2901.664018306813;2549.495883691047;352.1681346157661;208.09936949304168;144.0687651227245;0.0;0.0;1.0;1068;2001_2010
247.7653789239368;2.608056620251966;0.652;226.04856495080048;125.6044803350365;5.0;False;5.025069637883009;6.329359818622414;2278.795753479923;1258.6923869712407;1020.1033665086823;884.3018868781633;135.80147963051928;0.0;0.0;1.0;1069;pre1975
657.255631602331;1.65973644344023;0.32565;445.3680595915322;393.41200191336793;3.3;False;3.8746006389776357;12.470305668562903;5941.674239936621;4969.845893427559;971.8283465090626;534.3838226303968;437.4445238786659;0.0;0.0;1.0;1070;2001_2010
500.5648631624416;1.9477232029666989;0.55535;435.5225830735061;280.97318157210225;2.9;False;4.056654676258993;12.194632326058171;6289.497922619254;3038.8121042970997;3250.685818322154;1893.8321097475862;744.4358514317128;612.4178571428571;0.0;1.0;1071;1976_1990
361.4953415699773;2.317277830576778;0.55535;302.1451720978846;190.53348538815413;5.7;False;3.222841225626741;8.460064818740769;2939.9335524578046;2387.121080902868;552.8124715549366;552.8124715549359;0.0;0.0;0.0;1.0;1072;1976_1990
252.79611541307906;3.3706148721743876;0.7091;235.90233698072225;118.98413360217322;2.9;False;3.3578274760383384;6.605265435460223;3073.2110082224212;1626.3742778420333;1446.836730380388;1185.8960428968712;260.94068748351674;0.0;0.0;1.0;1073;1976_1990
245.70988492019274;2.6139349459594974;0.32565;143.89721251628004;124.47384611333881;2.9;False;3.0575079872204474;4.029121950455841;2349.6998213575703;1921.744769473661;427.95505188390916;179.38999232467253;248.56505955923674;0.0;0.0;1.0;1074;2001_2010
627.4540273923897;1.4325434415351361;0.269;414.70213610779183;400.6471658942023;5.0;False;3.389121338912134;11.611659811018171;2751.0755227562513;2375.470359853184;375.60516290306714;83.45476706907596;292.1503958339915;0.0;0.0;1.0;1075;post2010
570.2476594956643;1.473508164071484;0.32565;404.5693162643295;359.49123878119724;5.7;False;2.3884892086330933;11.327940855401225;2062.4286797536083;1896.9591930620222;165.4694866915861;165.46948669158542;0.0;0.0;0.0;1.0;1076;1991_2000
330.8982071642004;2.4693896057029883;0.652;304.8742517874787;170.72811860311188;4.4;False;4.011142061281338;8.536479050049405;7197.920651904262;2495.86121391505;4702.059437989212;1071.2667652829055;310.9517636153971;3319.840909090909;0.0;1.0;1077;pre1975
419.67804796427527;1.7934959314712617;0.3636;292.421543036238;243.31921142441783;3.7;False;5.010213556174559;8.187803205014664;3808.9420780922082;3226.489281568867;582.452796523341;582.4527965233415;0.0;0.0;0.0;1.0;1078;2001_2010
465.57464662990344;1.7437252682767919;0.269;283.4564446064344;273.0275725219245;2.9;False;2.4744661095636027;7.936780448980163;2799.1861766357642;2279.986956685537;519.1992199502274;77.9515865788482;441.2476333713799;0.0;0.0;1.0;1079;post2010
378.84730926943337;2.2154813407569205;0.80575;414.65315037078926;202.82067739278563;2.9;False;3.2922661870503593;11.6102882103821;5484.61866307002;2941.847329796862;2542.7713332731582;2106.655813723285;436.1155195498736;0.0;0.0;1.0;1080;pre1975
577.8598401420644;1.761767805311172;0.36360000000000003;405.06542188986106;337.45582059323954;5.0;False;4.566546762589928;11.341831812916109;3818.1259709400424;2945.649284962469;872.4766859775732;540.916695173737;331.55999080383685;0.0;0.0;1.0;1081;1991_2000
247.91286067414399;3.396066584577315;0.32565;136.0527091459494;116.4551975096583;3.3;False;2.5269784172661867;3.809475856086583;2613.799439828834;2397.887955151635;215.9114846771986;131.45969790557197;84.4517867716269;0.0;0.0;1.0;1082;2001_2010
330.11463570277226;1.98864238375164;0.652;317.66740604848474;183.83893273458085;5.0;False;3.594243268337976;8.894687369357573;2577.751571815424;1592.8502635236046;984.9013082918195;842.733180489424;142.16812780239567;0.0;0.0;1.0;1083;pre1975
567.334949809211;1.6117470165034404;0.9028;716.1298876686769;343.84469360387254;5.0;False;4.413184772516249;20.051636854722954;6980.453569895458;3775.4903985383153;3204.9631713571425;2878.471788289051;326.4913830680917;0.0;0.0;1.0;1084;pre1975
647.9376566252018;1.7186675242047793;0.269;396.7503952946995;382.236591786295;5.0;False;2.380990415335463;11.109011068251586;2232.4060089757536;1976.0461897248438;256.3598192509098;60.544261780340555;195.81555747056925;0.0;0.0;1.0;1085;post2010
304.2777942692217;2.4738032054408268;0.3636;192.5017854232112;156.90128349371224;2.9;False;4.563848920863309;5.390049991849914;3674.5205027960938;2716.049423000741;958.4710797953526;490.787495125197;467.68358467015565;0.0;0.0;1.0;1086;1991_2000
510.92882623377886;1.980344287727825;0.32565;325.3724548864079;284.98353117262775;4.4;False;5.6945606694560675;9.110428736819422;5132.271340090828;3937.4825348724553;1194.7888052183725;457.90346950192486;736.8853357164486;0.0;0.0;1.0;1087;2001_2010
481.224747464056;2.0134926672136233;0.32565;304.78311375807544;266.74229747104187;3.3;False;4.482822655524606;8.533927185226112;7437.475318489109;4191.967411747291;3245.5079067418174;452.6802551014523;343.15622306893624;2449.6714285714284;0.0;1.0;1088;2001_2010
675.7391378018749;1.5862421075161384;0.32565;465.78156400536807;412.36438516212985;5.0;False;2.6128133704735377;13.041883792150305;2420.8663405464026;1944.5234196825766;476.34292086382607;244.5250966537199;231.81782421010635;0.0;0.0;1.0;1089;1991_2000
406.6391196682106;1.783504910825485;0.269;245.3994351575697;236.2907188770018;2.9;False;4.872794800371403;6.871184184411952;4973.012144826154;4086.9368395804922;886.0753052456621;134.073024376167;752.0022808694961;0.0;0.0;1.0;1090;post2010
227.0710801387632;2.6714244722207434;0.80575;241.21663083568475;114.24983637609535;4.4;False;3.5561745589600746;6.754065663399173;2573.8640874993444;1490.4526627239718;1083.4114247753726;898.9274769044467;184.4839478709256;0.0;0.0;1.0;1091;pre1975
383.9321373482338;1.863748239554533;0.32565;249.56991426227572;219.22007880489787;5.7;False;2.508093525179856;6.98795759934372;2867.278149073392;1422.35701736403;1444.9211317093618;116.98476807299807;0.0;1327.9363636363637;0.0;1.0;1092;2001_2010
180.22234247849275;2.860672102833218;0.80575;189.5829866998948;88.8116639030456;2.9;False;4.6471680594243265;5.308323627597055;4022.2286554015636;2338.0775161529937;1684.15113924857;1414.5928096694192;269.55832957915123;0.0;0.0;1.0;1093;pre1975
350.41976984038547;1.9910214195476448;0.269;202.90809507110225;195.0586922266776;5.0;False;4.360611510791367;5.681426661990863;2502.8255129996455;1595.8815663515013;906.9439466481442;59.96780008620654;183.0079647437558;663.9681818181818;0.0;1.0;1094;post2010
382.7975409732808;2.2385821109548583;0.32565;234.44997331527696;204.18982770133914;3.3;False;5.542887029288703;6.564599252827755;4130.1249866510925;3360.079975420016;770.0450112310764;445.2431094485633;324.80190178251326;0.0;0.0;1.0;1095;2001_2010
419.0815059816623;2.8316317971733937;0.32565;240.27564302109454;207.14724997324416;5.0;False;2.6485623003194885;6.727718004590647;1403.628355335115;1131.8585544610055;271.7698008741095;153.72505779502322;118.0447430790863;0.0;0.0;1.0;1096;2001_2010
304.2777942692217;2.4738032054408268;0.3636;192.5017854232112;156.90128349371224;5.0;False;4.348189415041783;5.390049991849914;2419.133963520748;1337.1715972733878;1081.96236624736;271.20561535635846;146.78856907281985;663.9681818181818;0.0;1.0;1097;2001_2010
265.9446849569855;2.127557479655884;0.3636;175.56695594605847;144.45142780609117;3.3;False;2.8430962343096233;4.915874766489638;1665.258464541481;1312.566834592451;352.69162994903013;234.83287943565887;117.8587505133709;0.0;0.0;1.0;1098;2001_2010
417.4903820183033;2.140976318042581;0.9028;500.2083550879546;226.25116640754393;3.3;False;3.837511606313835;14.00583394246273;6116.2434060419;3076.316790406968;3039.926615634932;2790.760511170019;249.16610446491424;0.0;0.0;1.0;1099;pre1975
525.9595839750998;1.560710931676854;0.32565;364.80809691900123;323.2309918057696;3.7;False;3.717734447539461;10.214626713732034;4231.732738581177;3865.771578970946;365.9611596102309;365.96115961022974;0.0;0.0;0.0;1.0;1100;2001_2010
396.59291327598066;1.778443557291393;0.80575;452.47263119971944;230.7177037414549;3.3;False;4.70773381294964;12.669233673592146;10417.752235975435;4272.712067775381;6145.040168200054;2771.2476881233847;311.7031943623843;3062.0892857142853;0.0;1.0;1101;pre1975
428.9953415699773;1.817776871059226;0.269;256.9944810393216;247.38498538815415;4.4;False;4.2358402971216345;7.1958454691010045;2744.642543494584;2187.794797852674;556.84774564191;81.03853883833112;475.80920680357923;0.0;0.0;1.0;1102;post2010
243.65142821872394;2.6199078303088594;0.9028;283.2262522177364;123.34218502060972;2.9;False;2.6323119777158777;7.930335062096619;2592.276673746458;1108.9224056273088;1483.3542681191493;1271.3017818377234;212.05248628142527;0.0;0.0;1.0;1103;pre1975
551.5062403594092;1.802307975030749;0.32565;362.7178312089825;319.1212629085712;5.7;False;3.560251798561151;10.156099273851508;3428.0359792887652;3189.4953996826134;238.54057960615182;238.5405796061522;0.0;0.0;0.0;1.0;1104;1991_2000
442.37338856836647;1.7554499546363749;0.36360000000000003;310.4707029402947;258.7130164777958;3.3;False;2.6094249201277955;8.693179682328251;3171.2763999607355;2619.02280831772;552.2535916430156;358.51706076467684;193.73653087833864;0.0;0.0;1.0;1105;1991_2000
197.5024175503047;2.781724190849362;0.9028;227.7476243194456;98.14653792293561;4.4;False;3.173561151079136;6.376933480944477;4296.921380010692;1344.7318737066225;2952.1895063040693;818.8548824609966;141.43007838852694;1991.9045454545453;0.0;1.0;1106;pre1975
334.9070334035646;3.04460939457786;0.269;169.58269532591532;162.0807777776755;3.3;False;2.532033426183844;4.74831546912563;2160.529187623519;1992.3318275921208;168.19736003139838;50.423372271314214;117.77398776008408;0.0;0.0;1.0;1107;post2010
265.9446849569855;2.110672102833218;0.7091;267.869044598697;144.8696278060912;3.7;False;2.7372330547818016;7.500333248763515;3437.108613821;2640.000536084466;797.1080777365337;797.1080777365335;0.0;0.0;0.0;1.0;1108;1976_1990
386.72743774927153;2.1604884790462098;0.9028;462.6680745749695;208.8975299238975;4.4;False;3.1708633093525176;12.954706088099147;6731.377560320013;2172.709219098938;4558.668341221075;1602.0282207021737;300.7673932461738;2655.8727272727274;0.0;1.0;1109;pre1975
593.3619699448552;1.5411999219346888;0.32565;413.5715225070276;366.66625878288687;4.4;False;3.110223642172524;11.580002630196773;4004.315309270099;3196.0454462839184;808.2698629861807;290.44548526179994;517.8243777243808;0.0;0.0;1.0;1110;2001_2010
210.26961538383495;2.7307742257640903;0.32565;121.70266178812935;105.0808486920372;2.9;False;3.7384937238493725;3.4076745300676214;2054.8316727802153;1610.549220197489;444.28245258272636;187.7072982425322;256.5751543401942;0.0;0.0;1.0;1111;1991_2000
439.160988678634;1.7021743747233875;0.32565;294.82447483106057;260.10879867601454;2.9;False;2.5791366906474815;8.255085295269694;4202.210122123424;2268.7615400212594;1933.448582102165;270.4619011110787;438.15096670537235;1224.8357142857142;0.0;1.0;1112;2001_2010
